miR;path
miR-25-3p;R-HSA-194441
miR-25-3p;R-HSA-191859
miR-25-3p;R-HSA-2122947
miR-25-3p;R-HSA-4641265
miR-25-3p;R-HSA-4411364
miR-25-3p;R-HSA-8951430
miR-25-3p;R-HSA-201722
miR-25-3p;R-HSA-9616222
miR-25-3p;R-HSA-1980143
miR-25-3p;R-HSA-8939243
miR-25-3p;R-HSA-2173796
miR-25-3p;R-HSA-8878159
miR-25-3p;R-HSA-201556
miR-25-3p;R-HSA-6785807
miR-25-3p;R-HSA-72165
miR-25-3p;R-HSA-72203
miR-25-3p;R-HSA-3371568
miR-25-3p;R-HSA-3371571
miR-25-3p;R-HSA-3371556
miR-25-3p;R-HSA-9018519
miR-25-3p;R-HSA-8953854
miR-25-3p;R-HSA-8864260
miR-25-3p;R-HSA-2173793
miR-223-3p;R-HSA-6804116
miR-223-3p;R-HSA-1538133
miR-223-3p;R-HSA-68911
miR-223-3p;R-HSA-6791312
miR-223-3p;R-HSA-3700989
miR-223-3p;R-HSA-1362300
miR-223-3p;R-HSA-6796648
miR-223-3p;R-HSA-1362277
miR-223-3p;R-HSA-6804757
miR-223-3p;R-HSA-8953750
miR-223-3p;R-HSA-6806003
miR-223-3p;R-HSA-453279
miR-223-3p;R-HSA-69236
miR-223-3p;R-HSA-69231
miR-223-3p;R-HSA-912446
miR-223-3p;R-HSA-2559586
miR-223-3p;R-HSA-69563
miR-223-3p;R-HSA-69580
miR-223-3p;R-HSA-69615
miR-223-3p;R-HSA-2559583
miR-223-3p;R-HSA-9616222
miR-223-3p;R-HSA-5693607
miR-223-3p;R-HSA-69656
miR-223-3p;R-HSA-69202
miR-223-3p;R-HSA-1500620
miR-223-3p;R-HSA-6804756
miR-223-3p;R-HSA-69206
miR-223-3p;R-HSA-5693567
miR-223-3p;R-HSA-5693538
miR-223-3p;R-HSA-1474165
miR-223-3p;R-HSA-5693532
miR-223-3p;R-HSA-69242
miR-223-3p;R-HSA-69481
miR-223-3p;R-HSA-1640170
miR-223-3p;R-HSA-5633007
miR-155-5p;R-HSA-2173796
miR-155-5p;R-HSA-9006927
miR-155-5p;R-HSA-8848021
miR-155-5p;R-HSA-9634638
miR-155-5p;R-HSA-170834
miR-155-5p;R-HSA-8849470
miR-155-5p;R-HSA-2173793
miR-155-5p;R-HSA-8951430
miR-155-5p;R-HSA-4411364
miR-155-5p;R-HSA-9006936
miR-155-5p;R-HSA-9617828
miR-155-5p;R-HSA-9614085
miR-155-5p;R-HSA-450604
miR-155-5p;R-HSA-8952158
miR-155-5p;R-HSA-3769402
miR-155-5p;R-HSA-5625900
miR-155-5p;R-HSA-8849474
miR-155-5p;R-HSA-8939211
miR-155-5p;R-HSA-1181150
miR-155-5p;R-HSA-8941855
miR-155-5p;R-HSA-9009391
miR-155-5p;R-HSA-9607240
miR-155-5p;R-HSA-5625970
miR-155-5p;R-HSA-69202
miR-155-5p;R-HSA-69656
miR-155-5p;R-HSA-450341
miR-155-5p;R-HSA-4420097
miR-155-5p;R-HSA-8939242
miR-155-5p;R-HSA-6785807
miR-155-5p;R-HSA-198203
miR-155-5p;R-HSA-194138
miR-155-5p;R-HSA-9614399
miR-155-5p;R-HSA-376172
miR-155-5p;R-HSA-389356
miR-155-5p;R-HSA-416550
miR-155-5p;R-HSA-5687128
miR-155-5p;R-HSA-9616222
miR-155-5p;R-HSA-198323
miR-155-5p;R-HSA-4641265
miR-155-5p;R-HSA-114604
miR-155-5p;R-HSA-1502540
miR-155-5p;R-HSA-5218920
miR-155-5p;R-HSA-111447
miR-155-5p;R-HSA-8878159
miR-155-5p;R-HSA-8849471
miR-155-5p;R-HSA-6804116
miR-155-5p;R-HSA-69231
miR-155-5p;R-HSA-69236
miR-155-5p;R-HSA-2173789
miR-155-5p;R-HSA-2559582
miR-155-5p;R-HSA-6796648
miR-130a-3p;R-HSA-2173796
miR-130a-3p;R-HSA-2173793
miR-130a-3p;R-HSA-9613829
miR-130a-3p;R-HSA-170834
miR-130a-3p;R-HSA-2122947
miR-130a-3p;R-HSA-8878159
miR-130a-3p;R-HSA-9615710
miR-130a-3p;R-HSA-2173795
miR-130a-3p;R-HSA-8948747
miR-130a-3p;R-HSA-1253288
miR-130a-3p;R-HSA-8849469
miR-130a-3p;R-HSA-9006936
miR-130a-3p;R-HSA-937042
miR-130a-3p;R-HSA-9014325
miR-130a-3p;R-HSA-5689877
miR-130a-3p;R-HSA-9664873
miR-130a-3p;R-HSA-1980143
miR-130a-3p;R-HSA-9645460
miR-130a-3p;R-HSA-9013973
miR-130a-3p;R-HSA-1358803
miR-130a-3p;R-HSA-195253
miR-130a-3p;R-HSA-209560
miR-130a-3p;R-HSA-937039
miR-130a-3p;R-HSA-975144
miR-130a-3p;R-HSA-209543
miR-130a-3p;R-HSA-975163
miR-130a-3p;R-HSA-205043
miR-130a-3p;R-HSA-5684264
miR-130a-3p;R-HSA-2173789
miR-130a-3p;R-HSA-975110
miR-130a-3p;R-HSA-9708530
miR-130a-3p;R-HSA-5656121
miR-130a-3p;R-HSA-937072
miR-130a-3p;R-HSA-110312
miR-130a-3p;R-HSA-2173791
miR-130a-3p;R-HSA-168927
miR-130a-3p;R-HSA-936964
miR-130a-3p;R-HSA-1295596
miR-130a-3p;R-HSA-193639
miR-130a-3p;R-HSA-5687128
miR-130a-3p;R-HSA-9706369
miR-130a-3p;R-HSA-6781823
miR-130a-3p;R-HSA-450408
miR-130a-3p;R-HSA-5655862
miR-130a-3p;R-HSA-3134975
miR-130a-3p;R-HSA-4641263
miR-130a-3p;R-HSA-5205685
miR-130a-3p;R-HSA-110320
miR-130a-3p;R-HSA-174048
miR-130a-3p;R-HSA-937041
miR-130a-3p;R-HSA-2979096
miR-130a-3p;R-HSA-912631
miR-130a-3p;R-HSA-6804760
miR-130a-3p;R-HSA-6782210
miR-130a-3p;R-HSA-6782135
miR-130a-3p;R-HSA-179409
miR-130a-3p;R-HSA-450321
miR-130a-3p;R-HSA-6807004
miR-130a-3p;R-HSA-3322077
miR-130a-3p;R-HSA-5696397
miR-130a-3p;R-HSA-450302
miR-130a-3p;R-HSA-9705462
miR-130a-3p;R-HSA-2173788
miR-130a-3p;R-HSA-9013507
miR-130a-3p;R-HSA-110314
miR-130a-3p;R-HSA-5357956
miR-130a-3p;R-HSA-5205647
miR-130a-3p;R-HSA-917729
miR-130a-3p;R-HSA-6781827
miR-130a-3p;R-HSA-8866652
miR-130a-3p;R-HSA-5689901
miR-130a-3p;R-HSA-5656169
miR-130a-3p;R-HSA-2122948
miR-130a-3p;R-HSA-901032
miR-130a-3p;R-HSA-5654732
miR-130a-3p;R-HSA-5654733
miR-130a-3p;R-HSA-9674555
miR-130a-3p;R-HSA-8863795
miR-130a-3p;R-HSA-69202
miR-130a-3p;R-HSA-5654738
miR-130a-3p;R-HSA-9663891
miR-130a-3p;R-HSA-936440
miR-130a-3p;R-HSA-182971
miR-130a-3p;R-HSA-8856828
miR-130a-3p;R-HSA-69656
miR-130a-3p;R-HSA-5675482
miR-130a-3p;R-HSA-1980145
miR-130a-3p;R-HSA-5654726
miR-130a-3p;R-HSA-445989
miR-130a-3p;R-HSA-3858494
miR-130a-3p;R-HSA-450531
miR-130a-3p;R-HSA-5696394
miR-130a-3p;R-HSA-168638
miR-130a-3p;R-HSA-5696400
miR-130a-3p;R-HSA-5654727
miR-130a-3p;R-HSA-901042
miR-130a-3p;R-HSA-5357905
miR-130a-3p;R-HSA-9646399
miR-130a-3p;R-HSA-110313
miR-130a-3p;R-HSA-5696395
miR-130a-3p;R-HSA-4411364
miR-130a-3p;R-HSA-5689896
miR-130a-3p;R-HSA-8951430
miR-130a-3p;R-HSA-6804757
miR-130a-3p;R-HSA-6806003
miR-130a-3p;R-HSA-5213460
miR-130a-3p;R-HSA-3769402
miR-130a-3p;R-HSA-190236
miR-130a-3p;R-HSA-2559585
miR-130a-3p;R-HSA-8982491
miR-130a-3p;R-HSA-9648002
miR-130a-3p;R-HSA-9607240
miR-130a-3p;R-HSA-5675221
miR-130a-3p;R-HSA-211733
miR-130a-3p;R-HSA-512988
miR-130a-3p;R-HSA-75893
miR-130a-3p;R-HSA-5654743
miR-130a-3p;R-HSA-69231
miR-130a-3p;R-HSA-69236
miR-130a-3p;R-HSA-6783310
miR-130a-3p;R-HSA-5654741
miR-130a-3p;R-HSA-5696398
miR-130a-3p;R-HSA-69613
miR-130a-3p;R-HSA-69601
miR-130a-3p;R-HSA-69610
miR-130a-3p;R-HSA-75815
miR-130a-3p;R-HSA-169911
miR-130a-3p;R-HSA-349425
miR-130a-3p;R-HSA-5689880
miR-130a-3p;R-HSA-8854050
miR-130a-3p;R-HSA-174113
miR-130a-3p;R-HSA-73893
miR-130a-3p;R-HSA-4641258
miR-130a-3p;R-HSA-4641257
miR-130a-3p;R-HSA-8941858
miR-130a-3p;R-HSA-9604323
miR-130a-3p;R-HSA-532668
miR-130a-3p;R-HSA-201681
miR-130a-3p;R-HSA-69541
miR-130a-3p;R-HSA-8932339
miR-130a-3p;R-HSA-8866654
miR-130a-3p;R-HSA-174084
miR-130a-3p;R-HSA-174154
miR-130a-3p;R-HSA-174184
miR-130a-3p;R-HSA-174178
miR-130a-3p;R-HSA-179419
miR-130a-3p;R-HSA-176409
miR-130a-3p;R-HSA-4641265
miR-130a-3p;R-HSA-176814
miR-130a-3p;R-HSA-68949
miR-130a-3p;R-HSA-69017
miR-130a-3p;R-HSA-9033241
miR-130a-3p;R-HSA-8948751
miR-130a-3p;R-HSA-1234176
miR-130a-3p;R-HSA-187577
miR-130a-3p;R-HSA-69615
miR-130a-3p;R-HSA-1632852
miR-130a-3p;R-HSA-5676590
miR-130a-3p;R-HSA-5607761
miR-130a-3p;R-HSA-5610785
miR-130a-3p;R-HSA-5610783
miR-130a-3p;R-HSA-5658442
miR-130a-3p;R-HSA-166016
miR-130a-3p;R-HSA-69580
miR-130a-3p;R-HSA-69563
miR-130a-3p;R-HSA-5610780
miR-130a-3p;R-HSA-195721
miR-130a-3p;R-HSA-9707587
miR-130a-3p;R-HSA-1227986
miR-130a-3p;R-HSA-168643
miR-130a-3p;R-HSA-4608870
miR-130a-3p;R-HSA-8878166
miR-130a-3p;R-HSA-5358346
miR-130a-3p;R-HSA-450294
miR-130a-3p;R-HSA-177929
miR-130a-3p;R-HSA-448424
miR-130a-3p;R-HSA-1169091
miR-130a-3p;R-HSA-5693565
miR-130a-3p;R-HSA-69206
miR-130a-3p;R-HSA-5654736
miR-130a-3p;R-HSA-5693606
miR-130a-3p;R-HSA-9012852
miR-130a-3p;R-HSA-5685942
miR-130a-3p;R-HSA-5218859
miR-130a-3p;R-HSA-8848021
miR-130a-3p;R-HSA-9006927
miR-130a-3p;R-HSA-157118
miR-130a-3p;R-HSA-1834949
miR-130a-3p;R-HSA-204998
miR-130a-3p;R-HSA-1236394
miR-130a-3p;R-HSA-9612973
miR-130a-3p;R-HSA-8939902
miR-130a-3p;R-HSA-176408
miR-130a-3p;R-HSA-8852276
miR-130a-3p;R-HSA-1169408
miR-130a-3p;R-HSA-917937
miR-130a-3p;R-HSA-8852135
miR-130a-3p;R-HSA-1234174
miR-130a-3p;R-HSA-453279
miR-130a-3p;R-HSA-6806834
miR-130a-3p;R-HSA-977225
miR-130a-3p;R-HSA-5693607
miR-130a-3p;R-HSA-69242
miR-130a-3p;R-HSA-1168372
miR-130a-3p;R-HSA-2559582
miR-130a-3p;R-HSA-5688426
miR-130a-3p;R-HSA-5696399
miR-130a-3p;R-HSA-174143
miR-130a-3p;R-HSA-453276
miR-130a-3p;R-HSA-5632684
miR-130a-3p;R-HSA-9013694
miR-130a-3p;R-HSA-2565942
miR-130a-3p;R-HSA-69052
miR-130a-3p;R-HSA-975871
miR-130a-3p;R-HSA-168142
miR-130a-3p;R-HSA-168176
miR-130a-3p;R-HSA-1169410
miR-130a-3p;R-HSA-6804756
miR-130a-3p;R-HSA-168898
miR-130a-3p;R-HSA-5689603
miR-130a-3p;R-HSA-4086400
miR-130a-3p;R-HSA-168928
miR-130a-3p;R-HSA-975138
miR-130a-3p;R-HSA-168164
miR-130a-3p;R-HSA-975155
miR-130a-3p;R-HSA-168181
miR-130a-3p;R-HSA-5668541
miR-130a-3p;R-HSA-400253
miR-130a-3p;R-HSA-168138
miR-130a-3p;R-HSA-8939236
miR-130a-3p;R-HSA-937061
miR-130a-3p;R-HSA-166166
miR-130a-3p;R-HSA-9020702
miR-130a-3p;R-HSA-193704
miR-130a-3p;R-HSA-6785807
miR-130a-3p;R-HSA-68867
miR-130a-3p;R-HSA-2559580
miR-130a-3p;R-HSA-8856825
miR-130a-3p;R-HSA-166058
miR-130a-3p;R-HSA-168188
miR-130a-3p;R-HSA-2672351
miR-130a-3p;R-HSA-5607764
miR-130a-3p;R-HSA-168179
miR-130a-3p;R-HSA-181438
miR-130a-3p;R-HSA-382556
miR-130a-3p;R-HSA-432720
miR-130a-3p;R-HSA-202424
miR-130a-3p;R-HSA-5610787
miR-130a-3p;R-HSA-5693567
miR-130a-3p;R-HSA-449147
miR-130a-3p;R-HSA-5693538
miR-130a-3p;R-HSA-3371568
miR-130a-3p;R-HSA-69239
miR-130a-3p;R-HSA-69002
miR-130a-3p;R-HSA-5683057
miR-130a-3p;R-HSA-202403
miR-130a-3p;R-HSA-3371571
miR-130a-3p;R-HSA-9018519
miR-130a-3p;R-HSA-69481
miR-130a-3p;R-HSA-432722
miR-130a-3p;R-HSA-9707564
miR-130a-3p;R-HSA-73887
miR-130a-3p;R-HSA-446652
miR-130a-3p;R-HSA-201722
miR-130a-3p;R-HSA-5358351
miR-130a-3p;R-HSA-5693532
miR-130a-3p;R-HSA-69306
miR-130a-3p;R-HSA-9609507
miR-130a-3p;R-HSA-6807070
miR-130a-3p;R-HSA-1236974
miR-130a-3p;R-HSA-9616222
miR-130a-3p;R-HSA-2871837
miR-130a-3p;R-HSA-5633007
miR-130a-3p;R-HSA-9006934
miR-130a-3p;R-HSA-9010553
miR-130a-3p;R-HSA-983705
miR-130a-3p;R-HSA-199992
miR-130a-3p;R-HSA-109581
miR-130a-3p;R-HSA-4086398
miR-130a-3p;R-HSA-2467813
miR-130a-3p;R-HSA-1236975
miR-130a-3p;R-HSA-2559583
miR-130a-3p;R-HSA-5621481
miR-130a-3p;R-HSA-983712
miR-150-5p;R-HSA-1234158
miR-150-5p;R-HSA-1538133
miR-150-5p;R-HSA-69236
miR-150-5p;R-HSA-69231
miR-150-5p;R-HSA-8864260
miR-150-5p;R-HSA-6781823
miR-150-5p;R-HSA-73772
miR-150-5p;R-HSA-6782210
miR-150-5p;R-HSA-6782135
miR-150-5p;R-HSA-5250924
miR-150-5p;R-HSA-212165
miR-150-5p;R-HSA-194138
miR-150-5p;R-HSA-5218921
miR-150-5p;R-HSA-912446
miR-150-5p;R-HSA-9018519
miR-150-5p;R-HSA-453279
miR-150-5p;R-HSA-6804114
miR-150-5p;R-HSA-69206
miR-150-5p;R-HSA-68875
miR-150-5p;R-HSA-2173796
miR-150-5p;R-HSA-1362277
miR-150-5p;R-HSA-201722
miR-150-5p;R-HSA-69278
miR-150-5p;R-HSA-1234174
miR-150-5p;R-HSA-2559586
miR-150-5p;R-HSA-69273
miR-150-5p;R-HSA-1433557
miR-150-5p;R-HSA-9616222
miR-150-5p;R-HSA-6791312
miR-150-5p;R-HSA-2173793
miR-150-5p;R-HSA-5633007
miR-150-5p;R-HSA-8866910
miR-150-5p;R-HSA-6804757
miR-150-5p;R-HSA-6806003
miR-214-3p;R-HSA-450282
miR-214-3p;R-HSA-450341
miR-214-3p;R-HSA-198753
miR-214-3p;R-HSA-450294
miR-214-3p;R-HSA-448424
miR-214-3p;R-HSA-111446
miR-214-3p;R-HSA-525793
miR-214-3p;R-HSA-8952158
miR-214-3p;R-HSA-975871
miR-214-3p;R-HSA-168176
miR-214-3p;R-HSA-168142
miR-214-3p;R-HSA-975138
miR-214-3p;R-HSA-168164
miR-214-3p;R-HSA-975155
miR-214-3p;R-HSA-168181
miR-214-3p;R-HSA-168138
miR-214-3p;R-HSA-937061
miR-214-3p;R-HSA-166166
miR-214-3p;R-HSA-9022707
miR-214-3p;R-HSA-166058
miR-214-3p;R-HSA-168188
miR-214-3p;R-HSA-168179
miR-214-3p;R-HSA-181438
miR-214-3p;R-HSA-376172
miR-214-3p;R-HSA-109606
miR-214-3p;R-HSA-166016
miR-214-3p;R-HSA-198725
miR-214-3p;R-HSA-9614657
miR-214-3p;R-HSA-168898
miR-214-3p;R-HSA-109581
miR-214-3p;R-HSA-2559580
miR-214-3p;R-HSA-114452
miR-214-3p;R-HSA-8878159
miR-214-3p;R-HSA-5668599
miR-214-3p;R-HSA-5357801
miR-214-3p;R-HSA-187687
miR-214-3p;R-HSA-187037
miR-214-3p;R-HSA-9607240
miR-214-3p;R-HSA-373752
miR-214-3p;R-HSA-166520
miR-214-3p;R-HSA-193648
miR-214-3p;R-HSA-2559583
miR-214-3p;R-HSA-204998
miR-214-3p;R-HSA-193704
miR-214-3p;R-HSA-9614085
miR-214-3p;R-HSA-8986944
let-7d-5p;R-HSA-9018519
let-7d-5p;R-HSA-4411364
let-7d-5p;R-HSA-8951430
let-7d-5p;R-HSA-4641265
let-7d-5p;R-HSA-201722
let-7d-5p;R-HSA-8939211
let-7d-5p;R-HSA-9616222
let-7d-5p;R-HSA-5617472
let-7d-5p;R-HSA-5619507
let-7d-5p;R-HSA-5687128
let-7d-5p;R-HSA-9006931
let-7d-5p;R-HSA-2173796
let-7d-5p;R-HSA-9670095
let-7d-5p;R-HSA-2122947
let-7d-5p;R-HSA-2173793
let-7d-5p;R-HSA-195721
let-7d-5p;R-HSA-5578749
let-7d-5p;R-HSA-4086398
let-7d-5p;R-HSA-201681
let-7d-5p;R-HSA-1980143
let-7d-5p;R-HSA-195253
let-7d-5p;R-HSA-157579
let-7d-5p;R-HSA-211000
let-7d-5p;R-HSA-8878159
let-7d-5p;R-HSA-157118
let-7d-5p;R-HSA-170834
let-7d-5p;R-HSA-9006936
miR-203a-3p;R-HSA-9617828
miR-203a-3p;R-HSA-5685938
miR-203a-3p;R-HSA-2173793
miR-203a-3p;R-HSA-5693565
miR-203a-3p;R-HSA-354192
miR-203a-3p;R-HSA-2173795
miR-203a-3p;R-HSA-5693606
miR-203a-3p;R-HSA-76009
miR-203a-3p;R-HSA-4420097
miR-203a-3p;R-HSA-194138
miR-203a-3p;R-HSA-201451
miR-203a-3p;R-HSA-9006936
miR-203a-3p;R-HSA-8941858
miR-203a-3p;R-HSA-2173788
miR-203a-3p;R-HSA-2173789
miR-203a-3p;R-HSA-373752
miR-203a-3p;R-HSA-5218921
miR-203a-3p;R-HSA-6796648
miR-203a-3p;R-HSA-1234158
miR-203a-3p;R-HSA-8940973
miR-203a-3p;R-HSA-9614085
miR-203a-3p;R-HSA-8866910
miR-203a-3p;R-HSA-8941326
miR-203a-3p;R-HSA-69231
miR-203a-3p;R-HSA-69236
miR-203a-3p;R-HSA-8864260
miR-203a-3p;R-HSA-177929
miR-24-3p;R-HSA-1538133
miR-24-3p;R-HSA-1362277
miR-24-3p;R-HSA-1362300
miR-24-3p;R-HSA-72163
miR-24-3p;R-HSA-72172
miR-24-3p;R-HSA-453279
miR-24-3p;R-HSA-2173796
miR-24-3p;R-HSA-75067
miR-24-3p;R-HSA-2173793
miR-24-3p;R-HSA-69205
miR-24-3p;R-HSA-77595
miR-24-3p;R-HSA-8953750
miR-24-3p;R-HSA-72203
miR-24-3p;R-HSA-69206
miR-24-3p;R-HSA-2122947
miR-24-3p;R-HSA-73856
miR-24-3p;R-HSA-69202
miR-24-3p;R-HSA-6804116
miR-24-3p;R-HSA-6791312
miR-24-3p;R-HSA-69656
miR-24-3p;R-HSA-69236
miR-24-3p;R-HSA-69231
miR-24-3p;R-HSA-9616222
miR-24-3p;R-HSA-72165
miR-24-3p;R-HSA-72187
miR-24-3p;R-HSA-170834
miR-24-3p;R-HSA-2559585
miR-24-3p;R-HSA-2559583
miR-24-3p;R-HSA-1980143
miR-24-3p;R-HSA-69242
miR-24-3p;R-HSA-157118
miR-24-3p;R-HSA-1912408
miR-24-3p;R-HSA-4641265
miR-24-3p;R-HSA-2559580
miR-24-3p;R-HSA-2559582
miR-24-3p;R-HSA-111448
miR-24-3p;R-HSA-5693567
miR-24-3p;R-HSA-68911
miR-24-3p;R-HSA-450604
miR-24-3p;R-HSA-6804114
miR-24-3p;R-HSA-5693538
miR-24-3p;R-HSA-9006936
miR-24-3p;R-HSA-8849470
miR-24-3p;R-HSA-111367
miR-24-3p;R-HSA-191859
miR-24-3p;R-HSA-194441
miR-24-3p;R-HSA-5693565
miR-24-3p;R-HSA-5693607
miR-24-3p;R-HSA-1912422
miR-24-3p;R-HSA-4411364
miR-24-3p;R-HSA-8951430
miR-24-3p;R-HSA-139915
miR-24-3p;R-HSA-201722
miR-24-3p;R-HSA-5696397
miR-24-3p;R-HSA-77588
miR-24-3p;R-HSA-6803529
miR-24-3p;R-HSA-4755510
miR-24-3p;R-HSA-427389
miR-24-3p;R-HSA-9018519
miR-24-3p;R-HSA-110314
miR-24-3p;R-HSA-5693606
miR-24-3p;R-HSA-2173795
miR-24-3p;R-HSA-9022699
miR-29b-3p;R-HSA-4411364
miR-29b-3p;R-HSA-8951430
miR-29b-3p;R-HSA-186797
miR-29b-3p;R-HSA-4641265
miR-29b-3p;R-HSA-3000171
miR-29b-3p;R-HSA-3000157
miR-29b-3p;R-HSA-9634638
miR-29b-3p;R-HSA-6785807
miR-29b-3p;R-HSA-2173796
miR-29b-3p;R-HSA-8939211
miR-29b-3p;R-HSA-1474290
miR-29b-3p;R-HSA-201722
miR-29b-3p;R-HSA-195253
miR-29b-3p;R-HSA-2022090
miR-29b-3p;R-HSA-9018519
miR-29b-3p;R-HSA-9616222
miR-29b-3p;R-HSA-2122947
miR-29b-3p;R-HSA-216083
miR-29b-3p;R-HSA-4086398
miR-29b-3p;R-HSA-9006931
miR-29b-3p;R-HSA-1980143
miR-29b-3p;R-HSA-2173793
miR-29b-3p;R-HSA-9006934
miR-29b-3p;R-HSA-170834
miR-29b-3p;R-HSA-5687128
miR-29b-3p;R-HSA-9009391
miR-29b-3p;R-HSA-8878159
miR-30a-5p;R-HSA-1538133
miR-30a-5p;R-HSA-453279
miR-30a-5p;R-HSA-1362300
miR-30a-5p;R-HSA-1362277
miR-30a-5p;R-HSA-69166
miR-30a-5p;R-HSA-5656121
miR-30a-5p;R-HSA-5655862
miR-30a-5p;R-HSA-174437
miR-30a-5p;R-HSA-5651801
miR-30a-5p;R-HSA-69205
miR-30a-5p;R-HSA-6782210
miR-30a-5p;R-HSA-6782135
miR-30a-5p;R-HSA-69183
miR-30a-5p;R-HSA-5685938
miR-30a-5p;R-HSA-110312
miR-30a-5p;R-HSA-3769402
miR-30a-5p;R-HSA-69206
miR-30a-5p;R-HSA-5358606
miR-30a-5p;R-HSA-5358508
miR-30a-5p;R-HSA-5358565
miR-30a-5p;R-HSA-170834
miR-30a-5p;R-HSA-110320
miR-30a-5p;R-HSA-5696397
miR-30a-5p;R-HSA-174414
miR-30a-5p;R-HSA-6781827
miR-30a-5p;R-HSA-5656169
miR-30a-5p;R-HSA-110314
miR-30a-5p;R-HSA-69186
miR-30a-5p;R-HSA-450341
miR-30a-5p;R-HSA-450282
miR-30a-5p;R-HSA-110373
miR-30a-5p;R-HSA-8869496
miR-30a-5p;R-HSA-2173788
miR-30a-5p;R-HSA-9022699
miR-30a-5p;R-HSA-2173793
miR-30a-5p;R-HSA-109606
miR-30a-5p;R-HSA-9006936
miR-30a-5p;R-HSA-202670
miR-30a-5p;R-HSA-5696400
miR-30a-5p;R-HSA-113501
miR-30a-5p;R-HSA-5685942
miR-30a-5p;R-HSA-69190
miR-30a-5p;R-HSA-1912422
miR-30a-5p;R-HSA-114452
miR-30a-5p;R-HSA-5693616
miR-30a-5p;R-HSA-2173796
miR-30a-5p;R-HSA-5696398
miR-30a-5p;R-HSA-5693579
miR-30a-5p;R-HSA-69473
miR-30a-5p;R-HSA-110313
miR-30a-5p;R-HSA-5693567
miR-30a-5p;R-HSA-5693532
miR-30a-5p;R-HSA-73933
miR-30a-5p;R-HSA-1640170
miR-30a-5p;R-HSA-196299
miR-30a-5p;R-HSA-174417
miR-30a-5p;R-HSA-5693538
miR-30a-5p;R-HSA-2173789
miR-30a-5p;R-HSA-1912408
miR-30a-5p;R-HSA-6796648
miR-30a-5p;R-HSA-69231
miR-30a-5p;R-HSA-69236
miR-30a-5p;R-HSA-6804114
miR-30a-5p;R-HSA-1912420
miR-30a-5p;R-HSA-73893
miR-30a-5p;R-HSA-113510
miR-30a-5p;R-HSA-912446
miR-30a-5p;R-HSA-69278
miR-30a-5p;R-HSA-350054
miR-30a-5p;R-HSA-198753
miR-30a-5p;R-HSA-157118
miR-30a-5p;R-HSA-3700989
miR-21-5p;R-HSA-2173796
miR-21-5p;R-HSA-2173793
miR-21-5p;R-HSA-8866910
miR-21-5p;R-HSA-9018519
miR-21-5p;R-HSA-170834
miR-21-5p;R-HSA-8864260
miR-21-5p;R-HSA-9006936
miR-21-5p;R-HSA-8939211
miR-21-5p;R-HSA-426496
miR-21-5p;R-HSA-3108214
miR-21-5p;R-HSA-426486
miR-21-5p;R-HSA-2470946
miR-21-5p;R-HSA-4411364
miR-21-5p;R-HSA-8951430
miR-21-5p;R-HSA-2173795
miR-21-5p;R-HSA-2468052
miR-21-5p;R-HSA-3108232
miR-21-5p;R-HSA-68884
miR-21-5p;R-HSA-1234158
miR-21-5p;R-HSA-2990846
miR-21-5p;R-HSA-975110
miR-21-5p;R-HSA-4641265
miR-21-5p;R-HSA-4655427
miR-21-5p;R-HSA-2559585
miR-21-5p;R-HSA-4086398
miR-21-5p;R-HSA-8953750
miR-21-5p;R-HSA-8948700
miR-21-5p;R-HSA-6807070
miR-21-5p;R-HSA-975871
miR-21-5p;R-HSA-168176
miR-21-5p;R-HSA-168142
miR-21-5p;R-HSA-6796648
miR-21-5p;R-HSA-4570464
miR-21-5p;R-HSA-9006931
